input_text,target_text,perturb_type,noise_std
"Below is a description of a bulk material. The chemical formula is YLu(BIr)8. The spacegroup number is 115. The formation energy per atom is -0.5071. The band gap is 0.0. The energy above the convex hull is 0.0267. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
5.4 5.4 7.5
90 90 90
Y
0.99 0.02 0.50
Lu
0.49 0.50 1.00
B
0.33 0.01 0.14
B
0.66 0.99 0.16
C
0.50 0.84 0.65
B
0.47 0.17 0.65
Be
0.17 0.51 0.34
C
0.85 0.52 0.34
B
0.99 0.67 0.87
B
0.00 0.34 0.85
Ir
0.76 0.01 0.85
Ir
0.25 1.00 0.85
Os
0.51 0.24 0.36
Ir
0.49 0.75 0.35
Ir
0.74 0.50 0.67
Ir
0.24 0.52 0.65
Ir
0.01 0.23 0.15
Ir
0.98 0.76 0.15","5.4 5.4 7.5
90 90 90
Y
0.00 0.00 0.50
Lu
0.50 0.50 0.00
B
0.33 0.00 0.15
B
0.67 0.00 0.15
B
0.50 0.83 0.65
B
0.50 0.17 0.65
B
0.17 0.50 0.35
B
0.83 0.50 0.35
B
0.00 0.67 0.85
B
0.00 0.33 0.85
Ir
0.75 0.00 0.86
Ir
0.25 0.00 0.86
Ir
0.50 0.25 0.35
Ir
0.50 0.75 0.35
Ir
0.75 0.50 0.65
Ir
0.25 0.50 0.65
Ir
0.00 0.25 0.14
Ir
0.00 0.75 0.14",composition,0.01
"Below is a description of a bulk material. The chemical formula is YLu(BIr)8. The spacegroup number is 115. The formation energy per atom is -0.5071. The band gap is 0.0. The energy above the convex hull is 0.0267. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
5.4 5.4 7.5
90 90 90
Y
0.00 0.99 0.50
Lu
0.50 0.49 1.00
B
0.32 1.00 0.15
B
0.67 1.00 0.15
B
0.50 0.83 0.65
B
0.50 0.18 0.66
B
0.18 0.50 0.35
B
0.83 0.50 0.35
B
0.00 0.67 0.85
B
0.00 0.33 0.85
Ir
0.75 0.00 0.86
Ir
0.25 0.00 0.86
Ir
0.49 0.26 0.36
Ir
0.50 0.76 0.35
Ir
0.76 0.50 0.65
Ir
0.26 0.50 0.66
Ir
1.00 0.25 0.15
Ir
1.00 0.75 0.15","5.4 5.4 7.5
90 90 90
Y
0.00 0.00 0.50
Lu
0.50 0.50 0.00
B
0.33 0.00 0.15
B
0.67 0.00 0.15
B
0.50 0.83 0.65
B
0.50 0.17 0.65
B
0.17 0.50 0.35
B
0.83 0.50 0.35
B
0.00 0.67 0.85
B
0.00 0.33 0.85
Ir
0.75 0.00 0.86
Ir
0.25 0.00 0.86
Ir
0.50 0.25 0.35
Ir
0.50 0.75 0.35
Ir
0.75 0.50 0.65
Ir
0.25 0.50 0.65
Ir
0.00 0.25 0.14
Ir
0.00 0.75 0.14",continuous,0.005
"Below is a description of a bulk material. The chemical formula is YLu(BIr)8. The spacegroup number is 115. The formation energy per atom is -0.5071. The band gap is 0.0. The energy above the convex hull is 0.0267. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
5.4 5.4 7.5
90 90 90
Y
0.01 0.01 0.52
Hf
0.51 0.50 0.01
B
0.31 0.03 0.16
B
0.69 0.98 0.18
Be
0.49 0.83 0.67
Be
0.49 0.17 0.65
B
0.15 0.47 0.36
C
0.87 0.50 0.34
Li
0.99 0.67 0.83
B
1.00 0.34 0.87
Ir
0.75 0.99 0.88
Ir
0.27 0.99 0.87
Ir
0.50 0.25 0.37
Ir
0.50 0.76 0.36
Ir
0.75 0.52 0.63
Ir
0.26 0.50 0.64
Os
1.00 0.24 0.17
Ir
0.99 0.75 0.13","5.4 5.4 7.5
90 90 90
Y
0.00 0.00 0.50
Lu
0.50 0.50 0.00
B
0.33 0.00 0.15
B
0.67 0.00 0.15
B
0.50 0.83 0.65
B
0.50 0.17 0.65
B
0.17 0.50 0.35
B
0.83 0.50 0.35
B
0.00 0.67 0.85
B
0.00 0.33 0.85
Ir
0.75 0.00 0.86
Ir
0.25 0.00 0.86
Ir
0.50 0.25 0.35
Ir
0.50 0.75 0.35
Ir
0.75 0.50 0.65
Ir
0.25 0.50 0.65
Ir
0.00 0.25 0.14
Ir
0.00 0.75 0.14",composition,0.015
"Below is a description of a bulk material. The chemical formula is FeCoSb4. The spacegroup number is 10. The formation energy per atom is -0.2297. The band gap is 0.0. The energy above the convex hull is 0.0305. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
3.3 5.7 6.5
90 90 90
Fe
0.02 0.01 0.02
Co
0.51 0.49 0.49
Sb
0.51 0.30 0.15
Sb
0.49 0.69 0.87
Sb
0.00 0.81 0.32
Sb
0.01 0.17 0.67","3.3 5.7 6.5
90 90 90
Fe
0.00 0.00 0.00
Co
0.50 0.50 0.50
Sb
0.50 0.30 0.14
Sb
0.50 0.70 0.86
Sb
0.00 0.80 0.35
Sb
0.00 0.20 0.65",continuous,0.015
"Below is a description of a bulk material. The chemical formula is FeCoSb4. The spacegroup number is 10. The formation energy per atom is -0.2297. The band gap is 0.0. The energy above the convex hull is 0.0305. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
3.3 5.7 6.5
90 90 90
Fe
1.00 0.99 0.00
Co
0.49 0.50 0.51
Bi
0.48 0.29 0.14
Sb
0.50 0.71 0.86
Sb
1.00 0.79 0.36
Sb
0.99 0.18 0.65","3.3 5.7 6.5
90 90 90
Fe
0.00 0.00 0.00
Co
0.50 0.50 0.50
Sb
0.50 0.30 0.14
Sb
0.50 0.70 0.86
Sb
0.00 0.80 0.35
Sb
0.00 0.20 0.65",composition,0.01
"Below is a description of a bulk material. The chemical formula is FeCoSb4. The spacegroup number is 10. The formation energy per atom is -0.2297. The band gap is 0.0. The energy above the convex hull is 0.0305. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
3.3 5.7 6.5
90 90 90
Fe
0.01 0.02 1.00
Co
0.51 0.50 0.50
Sb
0.50 0.32 0.13
Sb
0.51 0.69 0.85
Sb
1.00 0.80 0.37
Sb
0.98 0.19 0.65","3.3 5.7 6.5
90 90 90
Fe
0.00 0.00 0.00
Co
0.50 0.50 0.50
Sb
0.50 0.30 0.14
Sb
0.50 0.70 0.86
Sb
0.00 0.80 0.35
Sb
0.00 0.20 0.65",continuous,0.01
"Below is a description of a bulk material. The chemical formula is LiAlCu2. The spacegroup number is 225. The formation energy per atom is -0.2213. The band gap is 0.0. The energy above the convex hull is 0.0. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
4.2 4.2 4.2
60 60 60
Li
1.00 1.00 0.01
Al
0.50 0.50 0.51
Cu
0.75 0.75 0.75
Cu
0.24 0.25 0.26","4.2 4.2 4.2
60 60 60
Li
0.00 0.00 0.00
Al
0.50 0.50 0.50
Cu
0.75 0.75 0.75
Cu
0.25 0.25 0.25",continuous,0.01
"Below is a description of a bulk material. The chemical formula is LiAlCu2. The spacegroup number is 225. The formation energy per atom is -0.2213. The band gap is 0.0. The energy above the convex hull is 0.0. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
4.2 4.2 4.2
60 60 60
Na
0.00 0.99 0.99
Al
0.50 0.50 0.52
Cu
0.76 0.74 0.74
Cu
0.27 0.25 0.25","4.2 4.2 4.2
60 60 60
Li
0.00 0.00 0.00
Al
0.50 0.50 0.50
Cu
0.75 0.75 0.75
Cu
0.25 0.25 0.25",composition,0.01
"Below is a description of a bulk material. The chemical formula is LiAlCu2. The spacegroup number is 225. The formation energy per atom is -0.2213. The band gap is 0.0. The energy above the convex hull is 0.0. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
4.2 4.2 4.2
60 60 60
Li
0.00 0.98 0.02
Al
0.54 0.51 0.49
Cu
0.76 0.74 0.75
Cu
0.25 0.25 0.24","4.2 4.2 4.2
60 60 60
Li
0.00 0.00 0.00
Al
0.50 0.50 0.50
Cu
0.75 0.75 0.75
Cu
0.25 0.25 0.25",continuous,0.015
"Below is a description of a bulk material. The chemical formula is Mg2Sc. The spacegroup number is 63. The formation energy per atom is -0.0341. The band gap is 0.0. The energy above the convex hull is 0.0054. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
8.4 8.4 5.2
90 90 120
Mg
0.09 0.89 0.26
Mg
0.74 0.24 0.23
Mg
0.88 0.10 0.75
Mg
0.20 0.78 0.77
Sc
0.45 0.55 0.29
Sc
0.56 0.45 0.76","8.5 8.5 5.2
90 90 158
Mg
0.11 0.89 0.25
Mg
0.78 0.22 0.25
Mg
0.89 0.11 0.75
Mg
0.22 0.78 0.75
Sc
0.44 0.56 0.25
Sc
0.56 0.44 0.75",continuous,0.015
"Below is a description of a bulk material. The chemical formula is Mg2Sc. The spacegroup number is 63. The formation energy per atom is -0.0341. The band gap is 0.0. The energy above the convex hull is 0.0054. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
8.4 8.5 5.2
90 90 120
Mg
0.10 0.89 0.24
Mg
0.77 0.22 0.25
Mg
0.91 0.12 0.76
Mg
0.23 0.77 0.76
Sc
0.45 0.54 0.25
Sc
0.55 0.44 0.75","8.5 8.5 5.2
90 90 158
Mg
0.11 0.89 0.25
Mg
0.78 0.22 0.25
Mg
0.89 0.11 0.75
Mg
0.22 0.78 0.75
Sc
0.44 0.56 0.25
Sc
0.56 0.44 0.75",continuous,0.01
"Below is a description of a bulk material. The chemical formula is Mg2Sc. The spacegroup number is 63. The formation energy per atom is -0.0341. The band gap is 0.0. The energy above the convex hull is 0.0054. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
8.4 8.4 5.2
90 90 120
Mg
0.13 0.90 0.27
Mg
0.80 0.24 0.25
Mg
0.89 0.12 0.75
Mg
0.21 0.78 0.76
Sc
0.46 0.56 0.25
Sc
0.55 0.44 0.75","8.5 8.5 5.2
90 90 158
Mg
0.11 0.89 0.25
Mg
0.78 0.22 0.25
Mg
0.89 0.11 0.75
Mg
0.22 0.78 0.75
Sc
0.44 0.56 0.25
Sc
0.56 0.44 0.75",continuous,0.01
"Below is a description of a bulk material. The chemical formula is LiFeF4. The spacegroup number is 14. The formation energy per atom is -2.822. The band gap is 3.0526. The energy above the convex hull is 0.0092. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
4.8 5.7 5.7
65 90 90
Li
1.00 0.49 0.48
Li
0.50 0.50 0.01
Fe
0.52 0.00 0.50
Ni
0.98 0.99 0.01
F
0.72 0.86 0.84
F
0.78 0.89 0.34
F
0.33 0.64 0.64
F
0.19 0.67 0.14
F
0.83 0.33 0.85
F
0.68 0.33 0.36
F
0.22 0.14 0.65
F
0.28 0.16 0.21","4.8 5.6 5.7
65 90 90
Li
0.00 0.50 0.50
Li
0.50 0.50 0.00
Fe
0.50 0.00 0.50
Fe
0.00 0.00 0.00
F
0.71 0.86 0.84
F
0.79 0.86 0.34
F
0.31 0.67 0.64
F
0.19 0.67 0.14
F
0.81 0.33 0.86
F
0.69 0.33 0.36
F
0.21 0.14 0.66
F
0.29 0.14 0.16",composition,0.015
"Below is a description of a bulk material. The chemical formula is LiFeF4. The spacegroup number is 14. The formation energy per atom is -2.822. The band gap is 3.0526. The energy above the convex hull is 0.0092. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
4.8 5.6 5.7
65 90 90
Li
0.00 0.53 0.49
Li
0.52 0.49 1.00
Fe
0.52 0.01 0.53
Fe
0.02 1.00 0.04
F
0.72 0.85 0.84
F
0.79 0.86 0.34
F
0.31 0.66 0.66
F
0.17 0.66 0.15
F
0.81 0.32 0.86
F
0.68 0.31 0.36
F
0.21 0.11 0.64
F
0.29 0.15 0.16","4.8 5.6 5.7
65 90 90
Li
0.00 0.50 0.50
Li
0.50 0.50 0.00
Fe
0.50 0.00 0.50
Fe
0.00 0.00 0.00
F
0.71 0.86 0.84
F
0.79 0.86 0.34
F
0.31 0.67 0.64
F
0.19 0.67 0.14
F
0.81 0.33 0.86
F
0.69 0.33 0.36
F
0.21 0.14 0.66
F
0.29 0.14 0.16",continuous,0.015
"Below is a description of a bulk material. The chemical formula is LiFeF4. The spacegroup number is 14. The formation energy per atom is -2.822. The band gap is 3.0526. The energy above the convex hull is 0.0092. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
4.8 5.6 5.6
65 90 90
Na
1.00 0.50 0.51
Li
0.49 0.49 1.00
Fe
0.48 0.98 0.47
Fe
0.02 0.01 0.01
F
0.72 0.86 0.83
F
0.80 0.89 0.34
F
0.31 0.70 0.64
F
0.17 0.69 0.15
Cl
0.83 0.32 0.86
Cl
0.68 0.31 0.35
F
0.19 0.14 0.67
F
0.27 0.15 0.17","4.8 5.6 5.7
65 90 90
Li
0.00 0.50 0.50
Li
0.50 0.50 0.00
Fe
0.50 0.00 0.50
Fe
0.00 0.00 0.00
F
0.71 0.86 0.84
F
0.79 0.86 0.34
F
0.31 0.67 0.64
F
0.19 0.67 0.14
F
0.81 0.33 0.86
F
0.69 0.33 0.36
F
0.21 0.14 0.66
F
0.29 0.14 0.16",composition,0.015
"Below is a description of a bulk material. The chemical formula is Ti2Sn. The spacegroup number is 194. The formation energy per atom is -0.3331. The band gap is 0.0452. The energy above the convex hull is 0.0. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
4.8 4.8 5.6
90 90 120
Ti
0.67 0.33 0.26
Ti
0.31 0.66 0.75
Ti
0.99 1.00 0.00
Ti
0.99 0.00 0.50
Sn
0.67 0.32 0.75
Sn
0.33 0.67 0.24","4.8 4.8 5.6
90 90 120
Ti
0.67 0.33 0.25
Ti
0.33 0.67 0.75
Ti
0.00 0.00 0.00
Ti
0.00 0.00 0.50
Sn
0.67 0.33 0.75
Sn
0.33 0.67 0.25",continuous,0.01
"Below is a description of a bulk material. The chemical formula is Ti2Sn. The spacegroup number is 194. The formation energy per atom is -0.3331. The band gap is 0.0452. The energy above the convex hull is 0.0. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
4.8 4.7 5.6
90 90 120
Ti
0.67 0.33 0.28
Ti
0.37 0.67 0.80
Ti
0.01 0.04 0.02
Ti
0.01 0.99 0.50
Sn
0.66 0.39 0.77
Sn
0.33 0.69 0.24","4.8 4.8 5.6
90 90 120
Ti
0.67 0.33 0.25
Ti
0.33 0.67 0.75
Ti
0.00 0.00 0.00
Ti
0.00 0.00 0.50
Sn
0.67 0.33 0.75
Sn
0.33 0.67 0.25",continuous,0.03
"Below is a description of a bulk material. The chemical formula is Ti2Sn. The spacegroup number is 194. The formation energy per atom is -0.3331. The band gap is 0.0452. The energy above the convex hull is 0.0. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
4.8 4.8 5.6
90 90 120
Ti
0.68 0.35 0.24
Ti
0.32 0.66 0.75
Ti
0.01 0.00 1.00
Ti
0.01 0.01 0.51
Sn
0.66 0.35 0.74
Sn
0.34 0.69 0.26","4.8 4.8 5.6
90 90 120
Ti
0.67 0.33 0.25
Ti
0.33 0.67 0.75
Ti
0.00 0.00 0.00
Ti
0.00 0.00 0.50
Sn
0.67 0.33 0.75
Sn
0.33 0.67 0.25",continuous,0.01
"Below is a description of a bulk material. The chemical formula is LiSmGe. The spacegroup number is 189. The formation energy per atom is -0.6999. The band gap is 0.0. The energy above the convex hull is 0.0. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
7.2 7.2 4.3
90 90 120
Li
0.24 1.00 0.50
Li
0.76 0.77 0.51
Li
1.00 0.24 0.50
Sm
1.00 0.58 0.01
Sm
0.58 1.00 0.00
Sm
0.42 0.42 0.00
Ge
0.33 0.67 0.50
Ge
0.67 0.33 0.50
Ge
0.00 0.00 0.00","7.2 7.2 4.3
90 90 120
Li
0.23 0.00 0.50
Li
0.77 0.77 0.50
Li
0.00 0.23 0.50
Sm
0.00 0.58 0.00
Sm
0.58 0.00 0.00
Sm
0.42 0.42 0.00
Ge
0.33 0.67 0.50
Ge
0.67 0.33 0.50
Ge
0.00 0.00 0.00",continuous,0.005
"Below is a description of a bulk material. The chemical formula is LiSmGe. The spacegroup number is 189. The formation energy per atom is -0.6999. The band gap is 0.0. The energy above the convex hull is 0.0. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
7.2 7.2 4.3
90 90 120
Li
0.25 0.01 0.50
Na
0.76 0.75 0.49
K
1.00 0.22 0.50
Sm
0.01 0.58 0.01
Sm
0.58 0.00 0.00
Sm
0.42 0.42 0.02
Ge
0.32 0.66 0.50
Ge
0.67 0.32 0.50
Ge
1.00 0.99 0.00","7.2 7.2 4.3
90 90 120
Li
0.23 0.00 0.50
Li
0.77 0.77 0.50
Li
0.00 0.23 0.50
Sm
0.00 0.58 0.00
Sm
0.58 0.00 0.00
Sm
0.42 0.42 0.00
Ge
0.33 0.67 0.50
Ge
0.67 0.33 0.50
Ge
0.00 0.00 0.00",composition,0.01
"Below is a description of a bulk material. The chemical formula is LiSmGe. The spacegroup number is 189. The formation energy per atom is -0.6999. The band gap is 0.0. The energy above the convex hull is 0.0. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
7.2 7.2 4.3
90 90 120
Li
0.24 0.00 0.50
Li
0.76 0.77 0.49
Li
0.01 0.24 0.49
Sm
1.00 0.57 0.99
Pm
0.59 0.01 0.99
Sm
0.43 0.43 0.00
Ge
0.34 0.67 0.50
Ge
0.66 0.33 0.50
Ge
0.01 0.00 0.03","7.2 7.2 4.3
90 90 120
Li
0.23 0.00 0.50
Li
0.77 0.77 0.50
Li
0.00 0.23 0.50
Sm
0.00 0.58 0.00
Sm
0.58 0.00 0.00
Sm
0.42 0.42 0.00
Ge
0.33 0.67 0.50
Ge
0.67 0.33 0.50
Ge
0.00 0.00 0.00",composition,0.01
"Below is a description of a bulk material. The chemical formula is K2ScTlF6. The spacegroup number is 225. The formation energy per atom is -3.2973. The band gap is 4.7378. The energy above the convex hull is 0.054. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
6.6 6.6 6.6
60 60 60
K
0.74 0.73 0.74
Rb
0.25 0.26 0.25
Sc
0.00 1.00 0.98
Tl
0.50 0.50 0.49
F
0.78 0.23 0.22
F
0.23 0.21 0.79
F
0.22 0.79 0.79
Cl
0.20 0.80 0.22
F
0.79 0.23 0.80
F
0.78 0.78 0.23","6.6 6.6 6.6
60 60 60
K
0.75 0.75 0.75
K
0.25 0.25 0.25
Sc
0.00 0.00 0.00
Tl
0.50 0.50 0.50
F
0.78 0.22 0.22
F
0.22 0.22 0.78
F
0.22 0.78 0.78
F
0.22 0.78 0.22
F
0.78 0.22 0.78
F
0.78 0.78 0.22",composition,0.01
"Below is a description of a bulk material. The chemical formula is K2ScTlF6. The spacegroup number is 225. The formation energy per atom is -3.2973. The band gap is 4.7378. The energy above the convex hull is 0.054. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
6.6 6.6 6.6
60 60 60
K
0.75 0.75 0.75
K
0.27 0.26 0.25
Sc
0.99 0.99 0.99
Tl
0.50 0.50 0.51
F
0.77 0.21 0.22
F
0.21 0.20 0.77
F
0.22 0.79 0.75
F
0.22 0.80 0.21
F
0.77 0.21 0.79
F
0.78 0.79 0.22","6.6 6.6 6.6
60 60 60
K
0.75 0.75 0.75
K
0.25 0.25 0.25
Sc
0.00 0.00 0.00
Tl
0.50 0.50 0.50
F
0.78 0.22 0.22
F
0.22 0.22 0.78
F
0.22 0.78 0.78
F
0.22 0.78 0.22
F
0.78 0.22 0.78
F
0.78 0.78 0.22",continuous,0.01
"Below is a description of a bulk material. The chemical formula is K2ScTlF6. The spacegroup number is 225. The formation energy per atom is -3.2973. The band gap is 4.7378. The energy above the convex hull is 0.054. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
6.6 6.6 6.6
60 60 60
K
0.76 0.72 0.74
K
0.27 0.23 0.26
Ca
0.00 0.99 0.99
Tl
0.53 0.52 0.50
F
0.79 0.21 0.21
F
0.21 0.21 0.77
F
0.22 0.77 0.79
F
0.21 0.77 0.20
F
0.78 0.22 0.77
F
0.79 0.78 0.20","6.6 6.6 6.6
60 60 60
K
0.75 0.75 0.75
K
0.25 0.25 0.25
Sc
0.00 0.00 0.00
Tl
0.50 0.50 0.50
F
0.78 0.22 0.22
F
0.22 0.22 0.78
F
0.22 0.78 0.78
F
0.22 0.78 0.22
F
0.78 0.22 0.78
F
0.78 0.78 0.22",composition,0.015
"Below is a description of a bulk material. The chemical formula is CaLaMnMoO6. The spacegroup number is 7. The formation energy per atom is -2.8262. The band gap is 1.3135. The energy above the convex hull is 0.0631. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
5.6 5.8 8.1
90 91 90
Ca
0.49 0.45 0.25
Ca
0.99 0.05 0.75
La
0.01 0.95 0.24
La
0.51 0.55 0.74
Mn
0.01 0.49 0.99
Mn
0.50 1.00 0.50
Mo
0.49 0.00 1.00
Mo
1.00 0.50 0.50
O
0.10 0.46 0.75
O
0.60 0.04 0.24
O
0.17 0.22 0.44
O
0.68 0.29 0.94
O
0.20 0.19 0.04
O
0.70 0.31 0.55
O
0.29 0.69 0.45
O
0.79 0.81 0.95
O
0.32 0.72 0.06
O
0.83 0.78 0.55
O
0.40 0.96 0.74
O
0.90 0.54 0.26","5.6 5.8 8.1
90 91 90
Ca
0.49 0.44 0.25
Ca
0.99 0.06 0.75
La
0.01 0.95 0.24
La
0.51 0.55 0.74
Mn
0.00 0.50 1.00
Mn
0.50 0.00 0.50
Mo
0.50 0.00 1.00
Mo
0.00 0.50 0.50
O
0.10 0.46 0.74
O
0.60 0.04 0.24
O
0.18 0.22 0.45
O
0.68 0.28 0.95
O
0.21 0.19 0.05
O
0.71 0.31 0.55
O
0.30 0.69 0.45
O
0.80 0.81 0.95
O
0.32 0.72 0.05
O
0.82 0.78 0.55
O
0.40 0.96 0.76
O
0.90 0.54 0.26",continuous,0.005
"Below is a description of a bulk material. The chemical formula is CaLaMnMoO6. The spacegroup number is 7. The formation energy per atom is -2.8262. The band gap is 1.3135. The energy above the convex hull is 0.0631. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
5.6 5.8 8.1
90 91 90
Mg
0.48 0.45 0.29
Ca
0.99 0.04 0.77
La
1.00 0.94 0.22
La
0.50 0.56 0.75
Mn
0.01 0.49 0.02
Fe
0.54 0.99 0.50
Mo
0.50 0.01 0.96
W
1.00 0.51 0.52
S
0.09 0.44 0.75
O
0.59 0.04 0.26
O
0.21 0.24 0.44
O
0.66 0.28 0.93
S
0.20 0.17 0.05
O
0.70 0.33 0.56
O
0.30 0.68 0.45
O
0.81 0.82 0.96
O
0.35 0.71 0.06
O
0.83 0.78 0.59
O
0.43 0.94 0.75
O
0.89 0.58 0.28","5.6 5.8 8.1
90 91 90
Ca
0.49 0.44 0.25
Ca
0.99 0.06 0.75
La
0.01 0.95 0.24
La
0.51 0.55 0.74
Mn
0.00 0.50 1.00
Mn
0.50 0.00 0.50
Mo
0.50 0.00 1.00
Mo
0.00 0.50 0.50
O
0.10 0.46 0.74
O
0.60 0.04 0.24
O
0.18 0.22 0.45
O
0.68 0.28 0.95
O
0.21 0.19 0.05
O
0.71 0.31 0.55
O
0.30 0.69 0.45
O
0.80 0.81 0.95
O
0.32 0.72 0.05
O
0.82 0.78 0.55
O
0.40 0.96 0.76
O
0.90 0.54 0.26",composition,0.02
"Below is a description of a bulk material. The chemical formula is CaLaMnMoO6. The spacegroup number is 7. The formation energy per atom is -2.8262. The band gap is 1.3135. The energy above the convex hull is 0.0631. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
5.6 5.8 8.1
90 91 90
Ca
0.50 0.44 0.25
Ca
0.98 0.06 0.76
La
0.01 0.94 0.25
La
0.52 0.56 0.75
Mn
0.00 0.50 1.00
Mn
0.50 1.00 0.49
Mo
0.49 0.00 1.00
Mo
0.00 0.50 0.49
O
0.10 0.46 0.75
O
0.59 0.04 0.25
O
0.18 0.21 0.45
O
0.68 0.29 0.94
O
0.20 0.20 0.06
O
0.71 0.31 0.55
O
0.30 0.69 0.45
O
0.80 0.81 0.94
O
0.31 0.71 0.06
O
0.82 0.78 0.56
O
0.39 0.96 0.76
O
0.89 0.53 0.27","5.6 5.8 8.1
90 91 90
Ca
0.49 0.44 0.25
Ca
0.99 0.06 0.75
La
0.01 0.95 0.24
La
0.51 0.55 0.74
Mn
0.00 0.50 1.00
Mn
0.50 0.00 0.50
Mo
0.50 0.00 1.00
Mo
0.00 0.50 0.50
O
0.10 0.46 0.74
O
0.60 0.04 0.24
O
0.18 0.22 0.45
O
0.68 0.28 0.95
O
0.21 0.19 0.05
O
0.71 0.31 0.55
O
0.30 0.69 0.45
O
0.80 0.81 0.95
O
0.32 0.72 0.05
O
0.82 0.78 0.55
O
0.40 0.96 0.76
O
0.90 0.54 0.26",continuous,0.005
"Below is a description of a bulk material. The chemical formula is Cr2Se3. The spacegroup number is 148. The formation energy per atom is -0.8104. The band gap is 0.0. The energy above the convex hull is 0.0. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
6.9 6.9 6.9
60 60 60
Cr
0.00 0.00 0.01
Cr
0.49 0.51 0.50
Cr
0.67 0.68 0.68
Cr
0.32 0.32 0.32
Se
0.75 0.09 0.42
Se
0.41 0.73 0.09
Se
0.10 0.41 0.72
Se
0.26 0.90 0.61
Se
0.59 0.25 0.90
Se
0.90 0.59 0.25","6.9 6.9 6.9
54 54 54
Cr
0.00 0.00 0.00
Cr
0.50 0.50 0.50
Cr
0.68 0.68 0.68
Cr
0.32 0.32 0.32
Se
0.74 0.10 0.40
Se
0.40 0.74 0.10
Se
0.10 0.40 0.74
Se
0.26 0.90 0.60
Se
0.60 0.26 0.90
Se
0.90 0.60 0.26",continuous,0.005
"Below is a description of a bulk material. The chemical formula is Cr2Se3. The spacegroup number is 148. The formation energy per atom is -0.8104. The band gap is 0.0. The energy above the convex hull is 0.0. Generate a description of the lengths and angles of the lattice vectors and then the element type and coordinates for each atom within the lattice:
6.9 6.9 6.9
60 60 60
Cr
0.99 0.02 0.99
Cr
0.48 0.50 0.50
Cr
0.70 0.67 0.69
Cr
0.32 0.30 0.34
Se
0.72 0.09 0.42
Se
0.42 0.76 0.09
Se
0.08 0.39 0.71
Se
0.26 0.88 0.58
Se
0.62 0.27 0.91
Se
0.93 0.59 0.25","6.9 6.9 6.9
54 54 54
Cr
0.00 0.00 0.00
Cr
0.50 0.50 0.50
Cr
0.68 0.68 0.68
Cr
0.32 0.32 0.32
Se
0.74 0.10 0.40
Se
0.40 0.74 0.10
Se
0.10 0.40 0.74
Se
0.26 0.90 0.60
Se
0.60 0.26 0.90
Se
0.90 0.60 0.26",continuous,0.015
